brand,price,season,sex,top_matereal,pad_matereal,sole_matereal,shoe_type,vendor,discount_status,size_34,size_35,size_36,size_37,size_38,size_39,size_40,size_41,size_42,size_43,size_44,size_45,size_46,size_47,size_48
Turquoise,65,Лето,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Босоножки,366266315-5,,false,false,true,false,false,false,true,false,true,false,true,false,true,true,false
Indigo,72,Зима,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Сабо,664349123-1,15,false,false,false,false,true,true,true,false,true,true,false,true,true,false,false
Red,52,Зима,Мужская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Сандалии,896329033-6,15,true,true,false,false,true,false,false,true,false,false,true,true,false,true,false
Goldenrod,13,Весна/Осень,Женская обувь,Замша,Замша,Замша,Кеды,299223555-5,30,true,true,false,true,false,false,true,true,true,true,false,false,false,false,false
Mauv,21,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Туфли,086264548-4,,false,true,true,true,true,false,false,true,false,false,true,true,false,false,false
Turquoise,84,Лето,Женская обувь,Замша,Полимерный материал,Кожа,Кеды,766597465-1,,false,false,true,true,false,false,true,false,true,true,false,false,true,true,true
Mauv,47,Зима,Женская обувь,Кожа,Кожа,Полимерный материал,Слипоны,019810186-4,,true,false,false,true,false,true,false,false,true,false,true,false,true,true,true
Pink,63,Лето,Мужская обувь,Замша,Замша,Полимерный материал,Босоножки,939934114-3,,false,true,false,false,false,true,false,false,false,false,true,false,true,false,true
Aquamarine,68,Зима,Мужская обувь,Кожа,Полимерный материал,Замша,Слипоны,131159202-4,,true,true,true,false,false,true,true,true,false,false,false,true,true,false,true
Goldenrod,22,Лето,Женская обувь,Замша,Кожа,Замша,Слипоны,842354804-X,45,true,false,true,true,false,false,true,false,false,true,true,true,false,false,true
Yellow,86,Зима,Женская обувь,Замша,Кожа,Полимерный материал,Кеды,381255111-X,15,true,true,true,true,false,true,true,true,false,true,false,true,false,false,true
Teal,31,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Тапки,950543983-0,,true,false,true,true,false,false,false,false,true,false,true,false,false,false,true
Violet,9,Зима,Женская обувь,Кожа,Полимерный материал,Кожа,Тапки,760502964-0,10,false,false,true,false,true,true,false,true,false,true,true,false,false,false,true
Puce,14,Лето,Мужская обувь,Полимерный материал,Замша,Замша,Кеды,821024750-6,,false,false,false,false,true,false,true,false,true,true,true,true,false,false,false
Teal,54,Зима,Мужская обувь,Кожа,Кожа,Замша,Угги,971503814-X,30,true,true,true,false,true,false,false,true,true,true,true,false,false,true,true
Pink,75,Зима,Мужская обувь,Замша,Полимерный материал,Кожа,Мокасины,761376508-3,,false,false,true,true,false,true,true,false,true,false,true,true,false,false,true
Violet,66,Весна/Осень,Женская обувь,Замша,Полимерный материал,Замша,Кеды,124933264-8,,true,true,false,false,true,false,false,true,true,false,false,false,true,true,true
Red,96,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Босоножки,128636198-2,15,true,true,false,false,true,true,false,true,false,true,true,false,false,false,true
Indigo,16,Весна/Осень,Женская обувь,Замша,Замша,Замша,Слипоны,248830530-8,45,true,true,true,false,true,true,false,true,true,false,true,true,false,false,true
Maroon,62,Лето,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Сандалии,796402438-8,15,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true
Blue,73,Зима,Женская обувь,Замша,Полимерный материал,Кожа,Сабо,795063559-2,45,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false
Maroon,77,Весна/Осень,Женская обувь,Полимерный материал,Замша,Полимерный материал,Угги,012035127-7,15,true,false,true,false,true,false,true,true,true,false,false,true,true,true,false
Orange,96,Лето,Женская обувь,Полимерный материал,Замша,Полимерный материал,Сандалии,762657730-2,15,false,true,false,false,true,true,true,false,false,true,true,true,false,false,true
Yellow,69,Зима,Женская обувь,Кожа,Замша,Замша,Босоножки,068809906-8,10,false,false,false,false,false,false,false,false,true,true,true,false,false,true,true
Fuscia,92,Лето,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Тапки,777730463-1,10,true,false,true,true,false,false,false,false,true,false,false,true,false,false,true
Turquoise,2,Зима,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Кеды,106786365-6,,false,true,false,false,true,true,true,true,false,false,false,false,false,false,false
Goldenrod,7,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Кеды,144459240-8,,false,true,true,false,false,true,true,false,true,false,false,true,false,false,true
Indigo,45,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Слипоны,643073799-3,,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false
Orange,99,Весна/Осень,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Сандалии,343775617-6,30,true,false,false,true,true,true,false,true,true,true,true,true,false,true,true
Green,54,Лето,Женская обувь,Кожа,Замша,Кожа,Кроссовки,979045162-8,10,false,true,false,false,true,false,false,false,false,false,true,false,false,true,true
Indigo,44,Зима,Женская обувь,Кожа,Замша,Замша,Угги,638627519-5,,false,true,false,false,false,false,false,false,false,true,false,true,false,true,true
Purple,10,Весна/Осень,Женская обувь,Кожа,Кожа,Кожа,Кеды,345992908-1,,false,true,false,true,false,true,true,true,false,false,true,true,true,true,true
Puce,91,Весна/Осень,Женская обувь,Замша,Замша,Кожа,Угги,840999261-2,30,false,false,true,false,false,false,true,true,true,false,true,false,false,true,false
Puce,22,Зима,Женская обувь,Замша,Кожа,Кожа,Тапки,777653206-1,10,false,true,false,false,true,false,false,false,true,false,true,false,true,true,false
Violet,29,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Кроссовки,492769180-2,45,true,false,true,true,false,false,false,true,true,true,false,false,false,false,true
Aquamarine,84,Зима,Женская обувь,Полимерный материал,Кожа,Кожа,Туфли,853615923-5,,false,true,false,true,false,true,true,false,false,false,false,false,false,false,false
Maroon,10,Весна/Осень,Женская обувь,Кожа,Кожа,Кожа,Ботинки,224962411-9,10,false,false,true,false,true,false,false,true,false,true,true,true,false,false,false
Blue,19,Весна/Осень,Женская обувь,Замша,Кожа,Замша,Ботинки,246469181-X,,true,true,true,true,true,true,true,true,false,true,false,true,true,false,false
Yellow,6,Весна/Осень,Женская обувь,Кожа,Замша,Кожа,Угги,928664598-8,30,true,false,true,false,true,true,true,true,false,false,true,true,false,true,false
Khaki,24,Зима,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Сандалии,408602047-5,,true,false,true,true,true,true,false,false,true,false,true,false,false,false,false
Puce,4,Весна/Осень,Женская обувь,Кожа,Замша,Замша,Сабо,167205845-7,,false,false,true,true,true,true,false,true,false,true,true,false,false,true,true
Yellow,86,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Туфли,705582165-7,15,false,true,true,false,false,false,true,false,true,true,true,true,true,true,true
Aquamarine,100,Зима,Женская обувь,Замша,Полимерный материал,Кожа,Мокасины,143927213-1,45,false,false,false,false,false,true,false,true,true,true,true,false,false,true,false
Red,94,Зима,Мужская обувь,Замша,Кожа,Замша,Сандалии,448948492-5,,false,false,true,true,true,true,true,false,true,true,false,false,true,true,false
Mauv,39,Весна/Осень,Мужская обувь,Замша,Замша,Полимерный материал,Сапоги,684297213-2,,true,true,true,true,false,false,false,true,false,false,false,true,false,false,false
Yellow,46,Зима,Женская обувь,Кожа,Кожа,Кожа,Слипоны,146397962-2,15,false,true,false,true,false,false,false,false,true,true,true,true,true,true,true
Crimson,7,Лето,Женская обувь,Замша,Полимерный материал,Полимерный материал,Сабо,028334085-1,,false,true,false,true,true,true,true,true,true,true,false,false,true,true,true
Turquoise,89,Лето,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Угги,548267281-6,15,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true
Maroon,34,Лето,Мужская обувь,Кожа,Замша,Полимерный материал,Слипоны,843312771-3,,true,false,false,false,true,true,false,false,true,true,true,false,true,false,true
Puce,55,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Кожа,Мокасины,190991791-5,,false,true,true,true,true,true,false,false,true,true,true,true,true,false,true
Goldenrod,20,Лето,Мужская обувь,Замша,Замша,Полимерный материал,Босоножки,236915423-3,,false,false,false,false,true,false,false,true,true,true,false,true,false,false,true
Violet,89,Лето,Мужская обувь,Замша,Полимерный материал,Замша,Сапоги,412417006-8,10,false,false,false,false,false,true,true,true,false,true,false,true,true,false,false
Aquamarine,72,Весна/Осень,Женская обувь,Полимерный материал,Замша,Замша,Тапки,443330294-5,45,true,true,false,true,false,false,true,false,true,true,false,false,true,false,false
Crimson,83,Зима,Женская обувь,Кожа,Замша,Полимерный материал,Кроссовки,972163980-X,30,true,false,false,false,false,true,true,true,true,true,false,false,false,true,true
Teal,8,Весна/Осень,Женская обувь,Полимерный материал,Кожа,Кожа,Кроссовки,503148596-5,,true,false,false,false,false,true,true,true,false,false,true,false,false,true,true
Blue,38,Весна/Осень,Мужская обувь,Кожа,Замша,Кожа,Угги,290088600-7,,false,true,false,true,true,true,true,true,true,false,false,true,true,true,true
Violet,18,Зима,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Сандалии,660399400-3,15,true,false,true,true,false,false,true,false,true,true,true,true,false,false,true
Aquamarine,36,Зима,Мужская обувь,Кожа,Полимерный материал,Кожа,Кеды,119565441-3,,true,true,false,true,false,false,false,false,false,false,true,false,true,true,true
Turquoise,35,Лето,Женская обувь,Замша,Замша,Замша,Кроссовки,057481947-9,10,false,false,true,true,false,false,true,false,true,false,false,true,false,false,false
Khaki,34,Весна/Осень,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Тапки,823401070-0,,false,false,false,true,false,true,true,true,true,false,true,true,false,true,true
Fuscia,83,Зима,Мужская обувь,Замша,Замша,Полимерный материал,Слипоны,639642075-9,,false,true,true,false,false,false,false,false,false,true,false,true,false,true,false
Purple,32,Зима,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Мокасины,565929969-5,,false,true,false,false,false,false,false,false,true,true,true,true,false,false,false
Goldenrod,17,Зима,Женская обувь,Кожа,Кожа,Полимерный материал,Сандалии,820405010-0,,true,false,false,true,false,true,false,true,true,false,false,false,false,true,true
Red,86,Весна/Осень,Женская обувь,Замша,Кожа,Замша,Сабо,043622462-3,15,true,true,false,true,false,true,true,false,false,true,true,true,true,true,false
Aquamarine,90,Лето,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Угги,923538232-7,,false,true,false,false,false,true,true,false,true,false,false,false,true,false,true
Violet,30,Зима,Женская обувь,Полимерный материал,Замша,Полимерный материал,Сапоги,682680361-5,15,true,true,false,false,false,false,false,true,true,false,false,false,false,true,true
Purple,40,Зима,Женская обувь,Кожа,Полимерный материал,Замша,Угги,899777022-5,15,false,false,true,true,true,false,false,false,false,false,false,true,false,false,true
Red,83,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Кожа,Туфли,723072519-4,,true,false,false,true,false,false,true,true,false,true,true,false,false,false,true
Indigo,25,Зима,Женская обувь,Замша,Полимерный материал,Кожа,Мокасины,479123692-0,,false,false,true,false,false,true,true,true,true,false,true,false,false,true,true
Maroon,1,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Замша,Ботинки,956259121-2,45,false,false,false,false,false,true,true,true,false,true,true,true,true,false,false
Mauv,32,Весна/Осень,Мужская обувь,Замша,Замша,Полимерный материал,Сапоги,383490637-9,15,false,true,true,true,false,false,true,false,false,true,true,false,true,false,true
Khaki,17,Весна/Осень,Женская обувь,Кожа,Замша,Замша,Сабо,137052441-2,45,true,true,false,true,true,false,false,true,false,true,false,true,false,true,true
Crimson,43,Зима,Мужская обувь,Кожа,Замша,Кожа,Ботинки,561679415-5,10,true,false,false,false,true,true,false,false,false,true,false,false,false,true,false
Fuscia,14,Зима,Мужская обувь,Замша,Кожа,Полимерный материал,Тапки,422431392-8,,false,false,true,false,true,false,true,true,false,false,true,true,true,true,false
Crimson,6,Весна/Осень,Мужская обувь,Кожа,Замша,Кожа,Сандалии,238963372-2,15,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false
Aquamarine,66,Зима,Мужская обувь,Замша,Кожа,Полимерный материал,Тапки,244611904-2,,true,false,false,false,true,false,false,true,false,true,true,true,true,false,true
Goldenrod,11,Весна/Осень,Женская обувь,Замша,Кожа,Полимерный материал,Туфли,726910498-0,,false,false,true,false,true,false,true,false,false,true,false,true,true,true,false
Mauv,98,Зима,Мужская обувь,Замша,Кожа,Замша,Мокасины,799317462-7,15,true,false,false,true,false,false,true,true,false,false,true,false,false,true,true
Mauv,20,Лето,Мужская обувь,Кожа,Кожа,Кожа,Тапки,769941028-9,,true,true,false,false,false,false,false,true,true,true,true,true,true,false,false
Indigo,8,Зима,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Кроссовки,160712043-7,,true,false,false,false,true,false,true,true,true,true,true,true,true,true,true
Pink,78,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Сапоги,021244792-0,,true,false,true,true,true,false,true,false,true,true,false,true,false,true,false
Turquoise,38,Весна/Осень,Мужская обувь,Кожа,Замша,Кожа,Туфли,870646881-0,,true,true,false,true,true,false,false,false,true,false,false,true,false,true,false
Purple,50,Лето,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Кроссовки,989567482-1,,true,true,true,false,true,false,false,true,true,true,false,false,true,true,false
Red,3,Весна/Осень,Женская обувь,Замша,Кожа,Кожа,Сабо,108077864-0,,false,true,true,false,true,false,true,true,true,false,true,true,false,false,false
Fuscia,68,Зима,Мужская обувь,Полимерный материал,Кожа,Кожа,Босоножки,150730021-2,15,true,true,false,false,true,false,false,false,false,false,false,true,true,true,false
Yellow,65,Зима,Женская обувь,Кожа,Замша,Кожа,Сапоги,278521513-3,,true,false,true,false,false,false,true,true,false,false,true,false,false,true,false
Red,41,Весна/Осень,Мужская обувь,Замша,Замша,Кожа,Сандалии,964610850-4,10,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false
Green,42,Лето,Женская обувь,Полимерный материал,Замша,Полимерный материал,Босоножки,122714298-6,10,false,false,false,false,true,false,false,true,false,true,true,false,true,false,true
Green,56,Зима,Мужская обувь,Кожа,Полимерный материал,Кожа,Босоножки,276457233-6,10,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
Puce,83,Весна/Осень,Мужская обувь,Кожа,Кожа,Полимерный материал,Босоножки,000692682-7,10,false,false,false,true,true,false,false,true,true,false,true,true,false,true,true
Goldenrod,26,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Кожа,Ботинки,616259507-2,,false,true,false,false,false,true,false,true,true,false,true,true,true,true,false
Goldenrod,47,Весна/Осень,Мужская обувь,Замша,Замша,Замша,Тапки,275649560-3,,false,true,true,false,false,true,false,true,false,true,true,true,false,true,true
Red,3,Лето,Женская обувь,Полимерный материал,Кожа,Замша,Угги,287394447-1,30,true,true,true,false,false,false,false,true,true,false,true,true,false,false,false
Purple,78,Лето,Мужская обувь,Замша,Полимерный материал,Замша,Сапоги,593381933-6,,false,false,false,false,false,true,false,false,false,true,true,false,true,false,true
Yellow,18,Зима,Мужская обувь,Кожа,Замша,Замша,Сабо,391213168-6,,true,true,false,true,true,true,false,false,false,true,false,true,true,true,true
Orange,72,Зима,Мужская обувь,Полимерный материал,Кожа,Замша,Кеды,491104374-1,45,true,false,true,true,false,true,true,true,false,false,true,true,true,true,true
Pink,14,Зима,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Сапоги,459791499-4,,false,false,false,false,false,false,true,false,true,false,false,true,true,false,false
Mauv,20,Весна/Осень,Мужская обувь,Кожа,Кожа,Кожа,Слипоны,360250262-7,,true,true,true,true,true,true,true,false,true,false,true,true,false,true,true
Teal,44,Весна/Осень,Женская обувь,Замша,Полимерный материал,Замша,Кеды,334874112-2,,false,true,false,true,true,true,true,true,false,true,false,true,false,false,false
Yellow,65,Зима,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Кроссовки,910851404-6,,false,false,false,true,false,true,true,false,false,false,false,false,true,false,true
Aquamarine,93,Весна/Осень,Женская обувь,Кожа,Кожа,Полимерный материал,Ботинки,056479153-9,15,true,false,false,true,false,false,false,true,true,false,false,true,false,false,false
Maroon,78,Зима,Женская обувь,Кожа,Кожа,Кожа,Угги,556498712-8,,true,true,false,true,true,false,false,true,true,true,true,true,false,true,true
Blue,90,Зима,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Мокасины,513231792-8,,true,true,false,true,false,false,false,false,false,false,false,true,true,false,true
Puce,65,Лето,Мужская обувь,Полимерный материал,Замша,Замша,Тапки,394237971-6,,false,true,false,true,true,false,false,false,true,false,true,true,false,true,true
Crimson,98,Лето,Женская обувь,Замша,Замша,Полимерный материал,Кеды,616246448-2,,true,false,false,false,true,true,true,false,true,false,true,true,true,true,true
Yellow,36,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Кожа,Слипоны,696660390-2,,true,false,true,false,true,true,true,false,true,false,true,true,false,false,false
Puce,41,Лето,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Угги,784657375-6,,true,true,false,false,false,false,true,false,true,true,false,false,true,false,false
Goldenrod,39,Весна/Осень,Женская обувь,Кожа,Замша,Замша,Сапоги,313224768-5,,true,false,false,false,false,true,false,true,true,true,true,true,false,true,true
Red,56,Лето,Женская обувь,Замша,Замша,Полимерный материал,Туфли,485609992-2,45,false,false,true,false,true,true,false,true,true,false,false,true,true,true,true
Green,3,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Замша,Туфли,580460200-4,15,true,false,true,false,true,true,false,true,false,true,false,false,true,false,true
Aquamarine,83,Весна/Осень,Женская обувь,Замша,Замша,Замша,Сапоги,706591787-8,30,true,false,true,true,false,true,true,false,true,true,true,false,false,true,false
Aquamarine,45,Зима,Женская обувь,Замша,Кожа,Замша,Сабо,915779553-3,30,false,true,false,false,true,true,true,false,true,true,true,true,true,true,false
Fuscia,55,Лето,Женская обувь,Замша,Кожа,Полимерный материал,Кроссовки,275030581-0,,true,true,true,false,false,true,true,true,true,true,true,false,false,true,false
Violet,17,Лето,Мужская обувь,Кожа,Замша,Замша,Туфли,425293795-7,45,true,false,true,true,true,false,true,true,false,true,false,false,true,false,false
Violet,92,Лето,Женская обувь,Замша,Полимерный материал,Полимерный материал,Сабо,522388770-0,10,false,true,false,false,true,false,false,true,true,true,true,false,false,true,false
Teal,61,Зима,Мужская обувь,Кожа,Полимерный материал,Замша,Сабо,134126631-1,,true,false,true,true,true,true,false,false,false,false,false,false,false,false,true
Teal,42,Весна/Осень,Женская обувь,Замша,Кожа,Замша,Слипоны,316883404-1,,true,true,false,true,true,true,true,false,true,false,false,true,false,true,false
Green,44,Весна/Осень,Женская обувь,Полимерный материал,Замша,Кожа,Кеды,463871346-7,15,true,false,false,false,true,false,false,false,false,true,false,false,true,false,false
Fuscia,83,Зима,Женская обувь,Замша,Полимерный материал,Полимерный материал,Кеды,907203570-4,,false,false,false,true,true,false,true,false,true,true,true,true,false,false,false
Pink,53,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Сабо,590064858-3,,false,true,false,false,true,true,true,true,true,true,false,true,false,false,false
Orange,40,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Кожа,Слипоны,446536550-0,10,true,false,false,true,false,true,false,true,false,true,false,true,false,false,false
Puce,41,Лето,Мужская обувь,Полимерный материал,Замша,Кожа,Босоножки,524857764-0,10,true,true,true,true,false,false,true,false,false,true,false,false,true,true,false
Red,90,Весна/Осень,Женская обувь,Кожа,Кожа,Замша,Босоножки,097933612-0,30,true,false,true,true,false,false,true,true,true,false,false,false,false,true,true
Purple,65,Лето,Женская обувь,Замша,Замша,Кожа,Туфли,300696969-3,15,true,false,false,false,false,false,true,true,false,false,false,false,true,true,true
Pink,64,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Замша,Мокасины,621889988-8,15,true,false,true,false,true,false,true,true,true,true,false,false,false,false,true
Orange,41,Зима,Женская обувь,Замша,Замша,Замша,Мокасины,701295680-1,15,false,true,true,false,false,false,true,true,false,false,false,true,false,false,false
Maroon,73,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Сабо,513753332-7,,true,false,false,true,true,true,false,false,false,false,false,true,true,false,false
Green,35,Зима,Женская обувь,Кожа,Полимерный материал,Замша,Сапоги,701529851-1,,true,false,false,true,false,true,false,false,false,true,true,false,true,true,false
Violet,48,Зима,Женская обувь,Кожа,Кожа,Полимерный материал,Кеды,718182134-2,,true,false,true,true,true,false,false,true,false,true,true,false,true,true,true
Fuscia,74,Лето,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Туфли,700564149-3,45,false,true,true,false,false,false,false,true,false,true,false,false,true,true,true
Orange,80,Лето,Женская обувь,Полимерный материал,Замша,Полимерный материал,Сабо,462891201-7,,true,true,false,true,false,true,true,true,false,true,true,true,true,true,true
Teal,52,Зима,Женская обувь,Полимерный материал,Замша,Полимерный материал,Сапоги,307214332-3,10,false,true,true,true,true,false,false,true,false,false,false,true,false,true,true
Crimson,80,Лето,Женская обувь,Замша,Кожа,Кожа,Мокасины,917641872-3,,true,true,false,true,false,true,true,true,false,false,false,true,true,false,false
Pink,93,Весна/Осень,Женская обувь,Полимерный материал,Замша,Полимерный материал,Туфли,449076530-4,45,false,true,false,false,false,true,true,true,true,true,true,true,true,true,false
Violet,61,Зима,Женская обувь,Кожа,Кожа,Полимерный материал,Босоножки,451672766-8,,false,false,true,false,true,false,false,true,false,true,true,false,true,true,true
Violet,89,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Замша,Туфли,229187610-4,,true,false,false,false,false,false,true,true,true,true,true,true,false,true,false
Green,75,Весна/Осень,Мужская обувь,Замша,Кожа,Полимерный материал,Кеды,523640463-0,45,false,true,false,true,false,false,true,false,false,true,false,true,true,false,true
Crimson,92,Весна/Осень,Мужская обувь,Замша,Кожа,Полимерный материал,Кроссовки,567194060-5,,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false
Pink,71,Лето,Женская обувь,Полимерный материал,Кожа,Кожа,Кеды,297104691-5,,false,false,false,false,true,false,false,false,false,true,true,false,true,true,false
Puce,63,Лето,Женская обувь,Полимерный материал,Замша,Кожа,Сапоги,897956603-4,,false,true,false,true,false,false,false,true,false,true,false,true,true,true,false
Purple,28,Лето,Женская обувь,Замша,Замша,Замша,Мокасины,919849148-2,10,false,false,false,true,false,true,true,false,true,false,false,false,true,false,false
Blue,57,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Сапоги,561809639-0,,false,false,false,true,true,false,true,true,true,true,true,false,true,false,true
Puce,70,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Замша,Тапки,786393771-X,,true,true,false,false,true,false,true,false,false,false,false,true,false,true,false
Violet,64,Весна/Осень,Женская обувь,Кожа,Замша,Замша,Мокасины,708637721-X,,false,false,false,false,false,true,true,true,false,true,true,true,true,true,false
Blue,92,Зима,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Сабо,373430999-9,,false,true,true,false,false,true,true,false,true,false,true,true,true,false,true
Aquamarine,93,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Кожа,Кеды,258338596-8,,true,true,true,false,false,false,false,true,false,false,false,true,false,true,true
Pink,95,Весна/Осень,Женская обувь,Замша,Кожа,Полимерный материал,Кроссовки,787409157-4,45,false,true,true,true,true,true,true,false,false,true,false,false,true,true,false
Orange,11,Лето,Мужская обувь,Замша,Замша,Полимерный материал,Угги,005110286-2,30,true,false,false,true,false,true,true,false,true,false,true,false,true,true,true
Orange,76,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Сабо,430902703-2,,true,true,true,false,true,false,true,true,true,true,false,false,false,true,true
Purple,93,Лето,Мужская обувь,Замша,Замша,Полимерный материал,Сапоги,949575091-1,,false,true,false,false,true,false,true,false,true,true,false,true,false,true,true
Orange,16,Зима,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Угги,077306865-1,,false,true,false,false,false,true,true,false,false,true,true,true,true,true,true
Green,82,Зима,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Угги,805640174-1,,true,false,true,true,false,false,true,true,false,false,true,false,true,false,false
Teal,41,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Кроссовки,384343156-6,10,true,true,false,false,false,false,false,true,false,false,false,true,true,true,true
Goldenrod,25,Весна/Осень,Мужская обувь,Кожа,Кожа,Замша,Босоножки,274912916-8,,true,false,true,false,true,false,false,true,true,false,true,true,true,true,false
Teal,8,Лето,Женская обувь,Полимерный материал,Замша,Кожа,Угги,121157336-2,,false,false,false,false,true,false,true,true,true,false,false,false,true,true,true
Orange,25,Зима,Женская обувь,Кожа,Замша,Полимерный материал,Босоножки,550518291-7,10,false,true,false,false,false,true,true,false,false,false,false,false,false,true,true
Khaki,36,Лето,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Сандалии,729745664-0,,false,true,false,false,false,true,true,false,true,false,false,true,false,false,false
Pink,82,Весна/Осень,Женская обувь,Замша,Кожа,Замша,Сандалии,048752023-8,,false,true,true,true,false,true,true,false,true,false,false,true,false,false,false
Puce,87,Зима,Мужская обувь,Полимерный материал,Кожа,Кожа,Тапки,580284221-0,15,true,true,true,true,true,false,false,false,true,false,true,false,false,false,true
Purple,51,Лето,Женская обувь,Полимерный материал,Кожа,Кожа,Мокасины,089259058-0,,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false
Red,48,Зима,Женская обувь,Кожа,Замша,Полимерный материал,Босоножки,345598254-9,,false,false,false,true,false,false,true,false,true,false,false,true,false,false,false
Turquoise,19,Лето,Женская обувь,Кожа,Полимерный материал,Замша,Мокасины,983698930-7,10,false,false,true,false,true,true,true,true,true,false,false,false,false,true,false
Crimson,76,Лето,Женская обувь,Кожа,Полимерный материал,Кожа,Сандалии,707823450-2,,false,false,true,true,false,false,false,true,false,true,false,false,false,true,false
Blue,42,Зима,Мужская обувь,Полимерный материал,Замша,Замша,Босоножки,220045331-0,10,false,false,true,false,false,true,false,false,false,false,false,false,false,true,true
Purple,66,Зима,Мужская обувь,Замша,Замша,Кожа,Мокасины,349990070-X,10,true,false,false,false,false,true,true,true,true,false,false,false,false,false,true
Puce,93,Лето,Мужская обувь,Замша,Полимерный материал,Кожа,Слипоны,890088475-1,10,true,false,true,false,false,true,true,false,true,false,false,true,true,true,false
Khaki,82,Лето,Женская обувь,Замша,Замша,Замша,Кеды,912917971-8,15,true,true,false,true,false,false,false,true,false,false,false,false,true,false,true
Pink,92,Зима,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Слипоны,079277401-9,,false,true,false,false,false,true,false,true,true,true,true,true,true,false,false
Turquoise,98,Весна/Осень,Женская обувь,Замша,Кожа,Полимерный материал,Угги,341433447-X,15,true,true,false,true,true,false,false,false,false,true,false,true,false,false,false
Goldenrod,23,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Замша,Кеды,840098374-2,,true,true,true,false,true,true,true,true,false,true,false,false,true,false,true
Aquamarine,85,Весна/Осень,Женская обувь,Полимерный материал,Замша,Полимерный материал,Сапоги,306928289-X,,true,false,false,false,false,false,false,true,false,false,true,true,false,false,true
Blue,3,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Туфли,399599730-9,10,false,false,true,true,true,true,true,false,true,false,true,false,false,true,true
Blue,48,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Замша,Мокасины,747612861-3,,true,true,true,false,false,false,false,false,false,false,true,false,true,true,true
Goldenrod,42,Лето,Мужская обувь,Кожа,Замша,Замша,Угги,031629936-7,30,true,false,false,false,false,false,true,true,false,false,false,true,false,true,true
